id,userId,rating,rd
5596,015b3470-fe8b-4372-8233-a84bc7c88ed8,536,43.66981579881531
2230,0173fbad-a35e-47b7-a3ed-99bc09b1a4a9,195,37.65445357563711
5942,025e4313-0421-49c9-bbab-50b0dd272c11,0,136.9615216463298
18,0574fc66-8466-448a-ae54-ec9876016fef,0,149.78753178202922
5973,08eedc69-57ce-49ce-8f6f-9ab4c6f0916b,37,98.86894685323362
6003,09d314bc-118c-4d73-9ba3-d45a90b3cd83,110,54.41468051028654
141,0a1a12aa-ce49-4e1e-a9db-f75080d2d809,320,89.19458788538999
5585,0a24f4b7-2c39-4ae8-9984-66753ce0e30e,362,55.22299418184878
5787,0a3c41c5-1e25-43fe-a964-483b4cf6a434,336,222.16481300042415
5679,0aca0829-10c4-40a9-9852-0476a62efc54,179,96.35770298699981
2804,0b807a49-466b-4a92-91f0-5fb579918af8,70,157.07708940664978
1157,0ba1666a-8dd1-4f36-bb93-9441898af12d,293,40.08785028142082
6134,0c2748b5-8c46-4859-ace6-fab4c4d8f419,108,123.0089064252108
3804,0debbb66-e32a-49cd-8196-fc327a0b74bf,37,56.2431770919991
5965,0deeac18-ab7b-4c0e-b2c8-df806cde5bdc,0,151.332541051708
3434,0e2af0d7-cb32-40c2-bcf1-103b23fcc0a3,0,124.17288168050017
1950,0ea04cdd-f972-45f5-a0f9-3902e18a5efd,210,70.67078814755244
2641,12b82806-4150-4fea-bc04-9bcf5ada9771,25,147.07158221709008
5142,1493b522-42b9-4c3d-a8fc-52ea744ab15b,112,114.27964307603726
1165,14a3f034-fe96-4270-819e-0124166b90a8,152,12.620403319848775
3015,1731e10d-6beb-496e-a6e8-0ad34dab2534,194,92.8217722240543
2713,18fd2c93-3e6e-4c32-83ea-beaff82f19c0,485,109.71456478495419
5732,194a6396-96e0-4eba-882f-87dd973dd553,126,35.76353037542183
5713,1a828cc8-0707-4ce8-ba06-a5e9e3c05c57,118,23.796370031382086
5599,1c8656ed-140d-433b-aae1-3cc6b1dfbb7e,274,104.03269975032158
6,1cbbdcc6-5ffd-4589-907c-51e0d56e7d67,197,113.5131350037656
5008,1dd9e896-30ac-42ef-b409-63f1598ce614,356,109.65645854628285
2009,1fa6e11b-f113-4d76-a04f-22d158657632,0,50.769887617204105
4851,22a7b89d-fe89-446a-a67d-32dbfb3dd8c5,299,171.54026683825276
2691,24759f6f-1f0c-4776-bf98-d278594d868a,0,155.38326556554966
2289,24c8b973-98d6-4fdf-9373-c7f6966dec11,102,43.7161153553108
5272,263a245d-6230-408d-8a97-2d75620ab6c8,305,84.14824677692206
1219,265a099c-2f0e-4210-a460-193bd603f122,470,36.59824474880245
5143,27788ba8-a7e9-48ea-8852-aeb1e1586c93,0,169.17070518836613
5694,2b621aeb-97ed-4b1a-9281-9ec338c1cc92,197,20.773694012293305
1195,2beb6c9e-1a13-42bc-b949-f7f2b1512e03,215,19.347642239904648
5452,2ce58279-931f-4e19-bcdb-32952f4a5692,213,63.97345392094068
2610,2f4be28e-7db5-4114-a971-2cd8b8c2ec86,210,32.21425276571565
2608,2f8d8acb-ef28-49df-8bc3-a3782fb68c6f,243,33.55714003486862
