id,userId,rating,classExamId,rd,finishedAt
6059,e50f8c5b-9223-4341-be42-303e38213193,1206,7566,103.83655153495634,"2023-10-21 16:51:48"
6060,e50f8c5b-9223-4341-be42-303e38213193,1292,7567,89.4443373033281,"2023-10-21 16:58:13"
6061,e50f8c5b-9223-4341-be42-303e38213193,1309,7568,74.34026215220159,"2023-10-21 17:09:06"
6063,e50f8c5b-9223-4341-be42-303e38213193,1308,7570,69.2545636546823,"2023-10-23 11:02:15"
6064,e50f8c5b-9223-4341-be42-303e38213193,1276,7571,62.22465409117522,"2023-10-23 11:07:06"
6065,e50f8c5b-9223-4341-be42-303e38213193,1309,7572,56.797091059619675,"2023-10-23 11:10:27"
6066,e50f8c5b-9223-4341-be42-303e38213193,1291,7573,53.05178007043361,"2023-10-23 11:16:43"
6067,e50f8c5b-9223-4341-be42-303e38213193,1267,7574,59.214214595563504,"2023-10-24 16:29:11"
6068,e50f8c5b-9223-4341-be42-303e38213193,1276,7575,55.38036140292747,"2023-10-24 16:31:06"
6069,e50f8c5b-9223-4341-be42-303e38213193,1257,7576,53.64327690735621,"2023-10-24 16:34:22"
6070,e50f8c5b-9223-4341-be42-303e38213193,1285,7577,51.28208589571494,"2023-10-24 16:35:53"
6071,e50f8c5b-9223-4341-be42-303e38213193,1277,7578,46.04453209595829,"2023-10-24 16:40:49"
6072,e50f8c5b-9223-4341-be42-303e38213193,1322,7579,42.326215940858965,"2023-10-24 16:44:53"
6073,e50f8c5b-9223-4341-be42-303e38213193,1319,7580,41.411412112644825,"2023-10-24 16:49:42"
6074,e50f8c5b-9223-4341-be42-303e38213193,1328,7581,40.484429092515875,"2023-10-24 16:51:04"
6075,e50f8c5b-9223-4341-be42-303e38213193,1302,7582,39.71362694347536,"2023-10-24 16:55:47"
6076,e50f8c5b-9223-4341-be42-303e38213193,1323,7583,38.69663436644873,"2023-10-24 16:56:51"
6077,e50f8c5b-9223-4341-be42-303e38213193,1323,7584,37.796478781094066,"2023-10-24 17:00:08"
6078,e50f8c5b-9223-4341-be42-303e38213193,1342,7585,36.71314181097433,"2023-10-24 17:03:01"
6079,e50f8c5b-9223-4341-be42-303e38213193,1365,7586,35.487081492078644,"2023-10-24 17:05:26"
6080,e50f8c5b-9223-4341-be42-303e38213193,1365,7587,34.40105316422986,"2023-10-24 17:10:56"
6081,e50f8c5b-9223-4341-be42-303e38213193,1357,7588,33.445178951934565,"2023-10-24 17:14:28"
6082,e50f8c5b-9223-4341-be42-303e38213193,1370,7589,32.354448017114024,"2023-10-24 17:24:44"
6083,e50f8c5b-9223-4341-be42-303e38213193,1372,7590,31.745812181447697,"2023-10-24 17:29:48"
6084,e50f8c5b-9223-4341-be42-303e38213193,1382,7591,31.2161605812067,"2023-10-24 17:31:45"
6085,e50f8c5b-9223-4341-be42-303e38213193,1365,7592,30.521843102444002,"2023-10-24 17:45:38"
6086,e50f8c5b-9223-4341-be42-303e38213193,1373,7593,29.826075053874455,"2023-10-24 19:52:11"
6087,e50f8c5b-9223-4341-be42-303e38213193,1378,7594,29.11398059905901,"2023-10-24 19:54:48"
6088,e50f8c5b-9223-4341-be42-303e38213193,1383,7595,28.46410915146091,"2023-10-24 19:58:45"
6089,e50f8c5b-9223-4341-be42-303e38213193,1392,7596,27.78478417860653,"2023-10-24 20:03:34"
6090,e50f8c5b-9223-4341-be42-303e38213193,1396,7597,27.485319877712385,"2023-10-24 20:05:56"
6091,e50f8c5b-9223-4341-be42-303e38213193,1400,7598,27.258617453111928,"2023-10-24 20:10:21"
6092,e50f8c5b-9223-4341-be42-303e38213193,1408,7599,26.91016442825984,"2023-10-24 20:12:23"
6093,e50f8c5b-9223-4341-be42-303e38213193,1420,7600,26.41294289815965,"2023-10-24 20:15:58"
6094,e50f8c5b-9223-4341-be42-303e38213193,1421,7601,26.0220819929847,"2023-10-24 20:40:07"
6095,e50f8c5b-9223-4341-be42-303e38213193,1423,7602,25.729589655163096,"2023-10-24 20:42:45"
6096,e50f8c5b-9223-4341-be42-303e38213193,1425,7603,25.323980728594357,"2023-10-24 20:47:06"
6098,e50f8c5b-9223-4341-be42-303e38213193,1388,7608,68.97483383892018,"2023-10-29 20:35:45"
6099,e50f8c5b-9223-4341-be42-303e38213193,1437,7609,62.5135571075295,"2023-10-29 20:38:08"
6100,e50f8c5b-9223-4341-be42-303e38213193,1440,7610,59.82985462673495,"2023-10-29 20:43:02"
6101,e50f8c5b-9223-4341-be42-303e38213193,1469,7611,57.135787808747146,"2023-10-29 20:49:03"
6102,e50f8c5b-9223-4341-be42-303e38213193,1493,7612,53.921433408663304,"2023-10-29 20:57:35"
6103,e50f8c5b-9223-4341-be42-303e38213193,1390,7615,100.94169336625681,"2023-11-12 12:54:44"
6104,e50f8c5b-9223-4341-be42-303e38213193,1298,7616,75.8731461869863,"2023-11-12 13:12:37"
6105,e50f8c5b-9223-4341-be42-303e38213193,1334,7617,61.4873805515973,"2023-11-12 13:18:51"
6106,e50f8c5b-9223-4341-be42-303e38213193,1410,7618,52.77007378821406,"2023-11-12 13:23:29"
6107,e50f8c5b-9223-4341-be42-303e38213193,1417,7619,51.05349395654455,"2023-11-12 13:25:12"
6108,e50f8c5b-9223-4341-be42-303e38213193,1434,7620,49.44479081590588,"2023-11-12 13:26:07"
6109,e50f8c5b-9223-4341-be42-303e38213193,1412,7621,47.832246690761146,"2023-11-12 13:28:16"
6110,e50f8c5b-9223-4341-be42-303e38213193,1418,7622,44.79126980892649,"2023-11-12 13:34:06"
6111,e50f8c5b-9223-4341-be42-303e38213193,1418,7623,42.57961654498133,"2023-11-12 13:40:06"
6112,e50f8c5b-9223-4341-be42-303e38213193,1413,7624,41.68268063181067,"2023-11-12 13:44:01"
6113,e50f8c5b-9223-4341-be42-303e38213193,1420,7625,40.56255818392399,"2023-11-12 13:47:00"
6114,e50f8c5b-9223-4341-be42-303e38213193,1414,7626,38.777946389042555,"2023-11-12 13:51:04"
6115,e50f8c5b-9223-4341-be42-303e38213193,1429,7628,37.1035145885073,"2023-11-12 13:55:16"
6116,e50f8c5b-9223-4341-be42-303e38213193,1413,7629,36.639659482341855,"2023-11-12 13:59:15"
6117,e50f8c5b-9223-4341-be42-303e38213193,1411,7630,35.66136674737091,"2023-11-12 14:02:06"
6118,e50f8c5b-9223-4341-be42-303e38213193,1440,7631,34.54468598360827,"2023-11-12 14:04:09"
6119,e50f8c5b-9223-4341-be42-303e38213193,1453,7632,33.362884954243114,"2023-11-12 14:16:47"
6120,e50f8c5b-9223-4341-be42-303e38213193,1402,7627,32.89632587183287,"2023-11-12 14:40:44"
6121,e50f8c5b-9223-4341-be42-303e38213193,1423,7633,31.728080162370254,"2023-11-12 20:34:36"
6122,e50f8c5b-9223-4341-be42-303e38213193,1431,7634,30.985693076867204,"2023-11-12 20:38:13"
6123,e50f8c5b-9223-4341-be42-303e38213193,1449,7635,29.994661149851193,"2023-11-12 20:40:25"
6124,e50f8c5b-9223-4341-be42-303e38213193,1456,7636,29.38098490945984,"2023-11-12 20:44:22"
6126,e50f8c5b-9223-4341-be42-303e38213193,1503,7640,89.72236861155255,"2023-11-25 18:43:17"
6127,e50f8c5b-9223-4341-be42-303e38213193,1483,7641,79.28981766946633,"2023-11-25 18:45:25"
6128,e50f8c5b-9223-4341-be42-303e38213193,1515,7642,70.96370905744331,"2023-11-25 18:48:35"
6129,e50f8c5b-9223-4341-be42-303e38213193,1468,7643,64.94834863749661,"2023-11-25 19:06:20"
6130,e50f8c5b-9223-4341-be42-303e38213193,1436,7644,60.38577180134684,"2023-11-25 19:32:17"
6131,e50f8c5b-9223-4341-be42-303e38213193,1456,7645,54.38094422657254,"2023-11-25 19:38:57"
6132,e50f8c5b-9223-4341-be42-303e38213193,1482,7646,50.6806080247939,"2023-11-25 19:50:14"
