id,userId,rating,classExamId,rd,finishedAt
6021,e50f8c5b-9223-4341-be42-303e38213193,1181,7524,146.78679531466466,"2023-08-21 16:40:20"
6022,e50f8c5b-9223-4341-be42-303e38213193,1176,7525,111.60466623403039,"2023-08-21 16:48:01"
6023,e50f8c5b-9223-4341-be42-303e38213193,1242,7526,84.39015936107003,"2023-08-21 16:53:15"
6024,e50f8c5b-9223-4341-be42-303e38213193,1318,7527,70.6897444543291,"2023-08-21 16:55:55"
6025,e50f8c5b-9223-4341-be42-303e38213193,1280,7528,60.134524972532994,"2023-08-21 16:59:18"
6026,e50f8c5b-9223-4341-be42-303e38213193,1323,7529,53.062091532205756,"2023-08-21 17:02:20"
6027,e50f8c5b-9223-4341-be42-303e38213193,1381,7530,47.4988168931942,"2023-08-21 17:04:03"
6028,e50f8c5b-9223-4341-be42-303e38213193,1330,7531,46.15782967774826,"2023-08-21 17:05:42"
6029,e50f8c5b-9223-4341-be42-303e38213193,1344,7532,43.93024524107843,"2023-08-21 17:07:44"
6030,e50f8c5b-9223-4341-be42-303e38213193,1373,7533,41.826335520709705,"2023-08-21 17:08:47"
6031,e50f8c5b-9223-4341-be42-303e38213193,1340,7534,41.138363396196965,"2023-08-21 17:09:45"
6032,e50f8c5b-9223-4341-be42-303e38213193,1347,7535,39.97598786374127,"2023-08-21 17:10:54"
6033,e50f8c5b-9223-4341-be42-303e38213193,1356,7536,39.095040790072986,"2023-08-21 17:11:39"
6034,e50f8c5b-9223-4341-be42-303e38213193,1359,7537,38.00037246409784,"2023-08-21 17:12:32"
6035,e50f8c5b-9223-4341-be42-303e38213193,1358,7538,37.60353256990253,"2023-08-21 17:13:34"
6038,e50f8c5b-9223-4341-be42-303e38213193,1335,7541,36.92638356146709,"2023-08-21 17:50:21"
6043,e50f8c5b-9223-4341-be42-303e38213193,1351,7546,35.930168084072605,"2023-08-21 20:36:51"
6044,e50f8c5b-9223-4341-be42-303e38213193,1354,7547,35.35785347878289,"2023-08-21 20:42:25"
6045,e50f8c5b-9223-4341-be42-303e38213193,1372,7548,34.21534349261703,"2023-08-21 20:46:55"
6046,e50f8c5b-9223-4341-be42-303e38213193,1383,7549,33.64304793912428,"2023-08-21 20:59:52"
6047,e50f8c5b-9223-4341-be42-303e38213193,1382,7551,33.00834972927344,"2023-08-21 21:11:40"
6048,e50f8c5b-9223-4341-be42-303e38213193,1380,7552,32.23779090472569,"2023-08-21 21:21:02"
6058,e50f8c5b-9223-4341-be42-303e38213193,1169,7565,179.21936700362753,"2023-10-21 16:46:45"
6059,e50f8c5b-9223-4341-be42-303e38213193,1359,7566,113.45055678264977,"2023-10-21 16:51:48"
6060,e50f8c5b-9223-4341-be42-303e38213193,1429,7567,98.65330230516895,"2023-10-21 16:58:13"
6061,e50f8c5b-9223-4341-be42-303e38213193,1443,7568,83.7245364544282,"2023-10-21 17:09:06"
6063,e50f8c5b-9223-4341-be42-303e38213193,1459,7570,76.2970607146996,"2023-10-23 11:02:15"
6064,e50f8c5b-9223-4341-be42-303e38213193,1415,7571,69.3324563407876,"2023-10-23 11:07:06"
6065,e50f8c5b-9223-4341-be42-303e38213193,1433,7572,63.18260824063623,"2023-10-23 11:10:27"
