id,exerciseId,ratingELO
49711,7418,185
49690,7419,177
48875,7420,171
49741,7421,159
49703,7422,185
51042,7423,177
50933,7424,196
50924,7425,198
49742,7426,176
50915,7427,187
50916,7428,176
50917,7429,185
50918,7430,184
50919,7431,178
49730,7432,175
51035,7439,207
46867,7440,200
46380,7441,201
47575,7442,201
47162,7443,191
50926,7459,184
46348,7460,200
46381,7461,195
48572,7462,200
49537,7463,192
50935,7479,194
48802,7480,192
46382,7481,200
47190,7483,196
50936,7499,195
46414,7500,200
47182,7501,191
47269,7502,201
49538,7503,200
51010,7514,198
49301,7515,190
48192,7516,207
48702,7517,201
49291,7519,188
49087,7520,183
49292,7521,186
49115,7522,196
49088,7524,169
48549,7525,197
49514,7526,189
47958,7527,184
49543,7528,147
48676,7530,162
50976,7554,185
48753,7555,201
47441,7556,200
49302,7557,167
48765,7558,200
48730,7559,197
50937,7560,186
49626,7561,196
48766,7562,182
48767,7563,201
49524,7564,187
48888,7565,175
48769,7566,202
49544,7567,157
48528,7568,197
49040,7569,172
48772,7570,168
48773,7571,177
49441,7572,152
49579,7573,167
49057,7574,170
50975,7575,189
49399,7576,202
49440,7577,200
49247,7578,186
47484,7579,200
50985,7580,205
49656,7581,192
46404,7582,200
47099,7583,195
49134,7584,201
49489,7585,200
47991,7587,203
48812,7588,176
49071,7590,177
48763,7591,193
49515,7592,169
46712,7593,183
49590,7594,173
49056,7595,154
49745,7835,196
64955,8166,196
64076,8167,151
63512,8168,196
64933,8169,169
64345,8170,213
63336,8171,193
64102,8172,169
65262,8173,166
65113,8174,149
64341,8177,162
61441,8178,189
62159,8179,187
61568,8180,191
65021,8181,200
64101,8182,170
65022,8183,206
65023,8184,200
64940,8185,208
61470,8186,190
64952,8187,186
64929,8188,191
58489,8189,195
65028,8190,202
64943,8191,195
61888,8192,191
62179,8193,182
65533,8194,162
62093,8195,209
63545,8196,193
63560,8197,172
64335,8198,184
64311,8199,186
64320,8200,157
64312,8201,176
63561,8202,170
64336,8203,163
64337,8204,207
61985,8205,170
63142,8206,191
62096,8207,167
64321,8208,202
64338,8209,177
64313,8210,170
64322,8211,187
63726,8212,193
64919,8213,170
64314,8214,167
64920,8215,170
62115,8216,173
63568,8217,183
64934,8218,174
64935,8219,184
63529,8220,146
64936,8221,166
63592,8222,164
64329,8223,179
61440,8224,183
61943,8225,170
65026,8226,197
61981,8227,166
60438,8228,177
63093,8229,185
64117,8230,208
61847,8231,183
62146,8232,188
62147,8233,161
60272,8234,180
58824,8235,168
61033,8236,179
65266,8237,176
65270,8239,179
65271,8240,158
64849,8241,141
55791,8243,186
60931,8244,174
61570,8246,181
65378,8247,129
62221,8249,184
65537,8250,194
54461,8252,190
60938,8253,177
62036,8254,175
65973,8268,158
65536,8269,164
65773,8270,161
50046,8271,197
62139,8272,169
65974,8273,167
61979,8274,174
62052,8275,161
60321,8276,169
60056,8277,166
65776,8278,135
61927,8279,163
65517,8281,161
62158,8283,186
62141,8284,175
62157,8285,178
62022,8286,185
55215,8287,194
65493,8288,156
65479,8289,186
65926,8290,155
56183,8291,193
61946,8292,181
61178,8293,188
51504,8294,197
66008,8295,146
55626,8496,206
57090,8498,179
63709,8499,173
59604,8500,185
63092,8501,191
59922,8502,184
64061,8506,175
66148,8507,126
65306,8508,185
66145,8509,163
62050,8510,190
65534,8511,203
62020,8512,190
65535,8513,204
66146,8514,158
66095,8515,163
65987,8517,160
65988,8518,145
66143,8519,166
65990,8520,181
66144,8522,166
65992,8523,170
62375,8524,175
62018,8525,202
65947,8526,145
58718,8527,200
60868,8528,190
58502,8529,200
65835,8530,175
64060,8531,200
65914,8532,171
59603,8533,195
63717,8534,197
61357,8535,189
59904,8536,192
61402,8537,185
56623,8538,189
60557,8539,196
64293,8540,192
61542,8541,202
61468,8542,202
59190,8543,201
58991,8544,195
59020,8545,200
59033,8546,202
60053,8547,203
53884,8548,194
58091,8549,206
61452,8550,196
61190,8552,198
56329,8553,201
63505,8554,201
61356,8555,196
63613,8556,196
60913,8557,203
63614,8558,196
59144,8559,200
61001,8560,192
61393,8561,186
61566,8562,202
60742,8563,196
60718,8567,196
64099,8568,184
66170,8569,179
65986,8570,158
64116,8572,181
66167,8573,194
66123,8574,151
58990,8575,183
53893,8576,192
66168,8577,197
66169,8578,195
60684,8580,200
63610,8581,200
56639,8582,201
63611,8583,193
57958,8585,200
56517,8586,200
56358,8587,195
65831,8588,168
56285,8589,200
65910,8590,186
63612,8591,201
65972,8592,202
65833,8593,189
65819,8594,186
65820,8595,191
57806,8596,197
66094,8597,181
65883,8598,160
66014,8599,171
65909,8600,169
66045,8601,178
61416,8602,201
61076,8604,200
66158,8605,193
58934,8606,200
64885,8607,191
66093,8608,189
66122,8609,187
66030,8610,188
66031,8611,179
66032,8612,179
66166,8613,177
66029,8614,191
65560,8615,176
61354,8818,201
61757,8826,200
56352,9632,195
55974,9636,200
56895,9637,201
66058,9638,172
60246,9639,176
62037,9640,191
66165,9641,192
62047,9642,182
65561,9643,167
66121,9644,180
66043,9645,175
65880,9646,195
65885,9648,192
58501,9649,200
61046,9650,197
51530,9651,197
60268,9652,196
61564,9653,193
55876,9654,198
62009,9655,200
58038,9656,182
61401,9657,195
62010,9658,178
62190,9659,188
62191,9660,190
55878,9661,191
57398,9681,198
62185,9682,187
63088,9683,182
59986,9684,188
62187,9685,195
61563,9686,194
60911,9687,195
62188,9688,192
57405,9689,188
60266,9690,191
57978,9691,191
62008,9692,192
61400,9693,199
61435,9694,189
66157,9695,189
52228,9696,197
61421,9699,186
60910,9700,202
58681,9701,197
57413,9702,192
64290,9703,186
57415,9704,196
58516,9705,200
63087,9706,200
59984,9707,189
64098,9708,197
58922,9709,192
61467,9710,192
63241,9711,200
63487,9712,204
63203,9713,195
63488,9714,193
66181,9715,187
63476,9716,196
63477,9717,203
64305,9718,195
64149,9719,180
63440,9720,195
63474,9721,191
63412,9722,197
63372,9723,197
66180,9724,199
62071,9725,199
63475,9726,195
62072,9727,202
53938,9728,192
63760,9729,188
64917,9730,159
63449,9731,162
63371,9732,171
63334,9733,184
63397,9734,163
64648,9735,187
63426,9736,187
63711,9737,190
63506,9738,189
62149,9739,185
61970,9740,159
65032,9741,202
65902,9742,149
65917,9743,167
64873,9745,149
64651,9747,160
65969,9748,171
61675,9749,190
63810,9750,179
52331,9760,200
52329,9761,203
52330,9762,201
63410,9763,175
63425,9764,198
63243,9765,179
