id,exerciseId,ratingELO
49543,7528,164
48676,7530,174
48971,7554,202
48753,7555,207
47441,7556,212
49302,7557,181
48765,7558,206
48730,7559,202
49732,7560,194
49626,7561,203
48766,7562,191
48767,7563,205
49524,7564,197
48888,7565,183
48769,7566,207
49544,7567,177
48528,7568,199
49040,7569,182
48772,7570,182
48773,7571,185
49441,7572,166
49579,7573,178
49057,7574,181
48943,7575,201
49399,7576,210
49440,7577,205
49247,7578,190
47484,7579,204
48835,7580,211
49656,7581,200
46404,7582,203
47099,7583,199
49134,7584,202
49489,7585,203
47991,7587,204
48812,7588,192
49071,7590,194
48763,7591,200
49515,7592,176
46712,7593,195
49590,7594,183
49056,7595,174
49745,7835,198
64955,8166,205
64076,8167,176
63512,8168,203
64933,8169,202
64345,8170,207
61444,8171,194
64102,8172,184
65262,8173,196
65113,8174,173
63531,8177,197
61441,8178,198
61034,8179,202
61568,8180,199
60719,8181,208
64101,8182,182
61983,8183,210
59938,8184,206
62178,8185,207
61470,8186,198
64952,8187,197
59939,8188,195
58489,8189,200
59991,8190,205
55460,8191,197
61888,8192,195
62179,8193,200
65533,8194,190
61929,8195,197
63545,8196,202
61805,8197,197
62126,8198,199
63129,8199,202
63120,8200,179
62129,8201,197
62130,8202,189
63546,8203,202
63121,8204,202
61985,8205,185
62235,8206,194
61933,8207,192
62132,8208,201
61420,8209,189
63547,8210,201
62134,8211,197
63726,8212,206
61831,8213,194
63131,8214,194
63122,8215,197
61346,8216,192
62163,8217,194
64934,8218,202
64935,8219,202
63529,8220,197
64936,8221,202
61837,8222,191
61838,8223,194
61440,8224,196
61943,8225,182
64344,8226,197
61981,8227,185
60438,8228,200
61828,8229,209
64117,8230,212
61847,8231,193
60887,8232,199
61830,8233,181
60272,8234,192
58824,8235,190
61033,8236,193
65266,8237,196
65270,8239,201
65271,8240,196
64820,8241,184
55791,8243,192
60931,8244,187
61570,8246,197
65378,8247,192
61887,8249,197
61246,8250,210
54461,8252,198
60938,8253,201
62036,8254,196
65973,8268,179
65035,8269,183
65773,8270,189
50046,8271,198
62024,8272,191
65974,8273,194
61979,8274,184
62052,8275,197
60321,8276,189
60056,8277,184
65776,8278,164
61927,8279,182
65517,8281,199
61944,8283,194
61986,8284,185
62039,8285,192
62022,8286,198
55215,8287,203
65493,8288,202
65479,8289,196
65926,8290,184
56183,8291,200
61946,8292,191
61178,8293,192
51504,8294,197
66008,8295,176
55626,8496,208
57090,8498,199
63709,8499,188
59604,8500,199
61844,8501,203
59922,8502,197
64061,8506,204
66148,8507,168
65306,8508,198
66145,8509,181
62050,8510,197
60054,8511,202
62020,8512,193
60055,8513,202
66146,8514,178
66095,8515,176
65987,8517,177
65988,8518,175
66143,8519,187
65990,8520,200
66144,8522,186
65992,8523,184
62375,8524,188
62018,8525,207
65947,8526,170
58718,8527,201
60400,8528,193
58502,8529,199
65835,8530,195
64060,8531,208
65914,8532,201
59603,8533,201
63717,8534,204
61357,8535,190
59904,8536,194
61402,8537,191
56623,8538,197
60557,8539,198
64293,8540,201
61542,8541,203
61468,8542,204
59190,8543,201
58991,8544,202
51410,8545,199
59033,8546,202
60053,8547,206
51206,8548,196
58091,8549,203
61452,8550,198
61190,8552,205
56329,8553,201
63505,8554,202
61356,8555,199
58942,8556,197
60913,8557,205
56622,8558,197
59144,8559,201
61001,8560,201
61393,8561,189
61566,8562,202
60742,8563,198
60718,8567,197
64099,8568,193
66170,8569,197
65986,8570,177
64116,8572,190
66167,8573,198
66123,8574,171
58990,8575,192
51427,8576,197
66168,8577,203
66169,8578,203
60684,8580,203
59936,8581,201
56639,8582,201
61392,8583,194
57958,8585,201
56517,8586,200
56358,8587,196
65831,8588,191
56285,8589,200
65910,8590,200
58073,8591,202
65972,8592,218
65833,8593,202
65819,8594,206
65820,8595,202
51433,8596,197
66094,8597,200
65883,8598,187
66014,8599,188
65909,8600,186
66045,8601,193
61416,8602,202
61076,8604,202
66158,8605,194
58934,8606,203
64885,8607,200
66093,8608,202
66122,8609,200
66030,8610,196
66031,8611,194
66032,8612,192
66166,8613,190
66029,8614,201
65560,8615,185
61354,8818,202
58275,8826,202
56352,9632,196
55974,9636,201
56895,9637,203
66058,9638,185
60246,9639,182
62037,9640,193
66165,9641,193
62047,9642,186
65561,9643,181
66121,9644,196
66043,9645,189
65880,9646,204
65885,9648,200
58501,9649,204
61046,9650,205
51530,9651,198
60268,9652,201
61564,9653,195
55876,9654,204
62009,9655,203
58038,9656,191
61401,9657,200
62010,9658,189
62190,9659,190
62191,9660,193
55878,9661,195
55912,9681,202
62185,9682,199
62186,9683,190
59986,9684,197
62187,9685,201
61563,9686,197
60911,9687,200
62188,9688,203
56894,9689,195
60266,9690,204
57978,9691,197
62008,9692,201
61400,9693,199
61435,9694,196
66157,9695,192
52228,9696,197
61421,9699,197
60910,9700,201
58681,9701,202
56178,9702,196
64290,9703,196
56471,9704,200
58516,9705,201
60555,9706,201
59984,9707,195
64098,9708,202
58922,9709,203
61467,9710,204
63241,9711,205
63487,9712,207
63203,9713,200
63488,9714,194
66181,9715,195
63476,9716,197
63477,9717,203
64305,9718,200
64149,9719,203
63440,9720,201
63474,9721,193
63412,9722,203
63372,9723,198
66180,9724,208
62071,9725,202
63475,9726,200
62072,9727,203
52226,9728,194
63760,9729,199
64917,9730,191
63449,9731,185
63371,9732,198
59002,9733,200
63397,9734,195
64648,9735,202
63426,9736,200
63711,9737,192
63506,9738,201
61125,9739,193
59006,9740,191
63513,9741,207
65902,9742,171
65917,9743,186
64873,9745,173
64651,9747,195
65969,9748,188
61675,9749,197
63810,9750,192
63410,9763,196
63425,9764,202
63243,9765,198
