id,userId,rating
5176,015b3470-fe8b-4372-8233-a84bc7c88ed8,209
2116,0173fbad-a35e-47b7-a3ed-99bc09b1a4a9,169
5942,025e4313-0421-49c9-bbab-50b0dd272c11,147
18,0574fc66-8466-448a-ae54-ec9876016fef,160
5972,08eedc69-57ce-49ce-8f6f-9ab4c6f0916b,175
5958,09d314bc-118c-4d73-9ba3-d45a90b3cd83,134
141,0a1a12aa-ce49-4e1e-a9db-f75080d2d809,193
5194,0a24f4b7-2c39-4ae8-9984-66753ce0e30e,198
5787,0a3c41c5-1e25-43fe-a964-483b4cf6a434,79
5676,0aca0829-10c4-40a9-9852-0476a62efc54,196
2804,0b807a49-466b-4a92-91f0-5fb579918af8,187
566,0ba1666a-8dd1-4f36-bb93-9441898af12d,199
6134,0c2748b5-8c46-4859-ace6-fab4c4d8f419,185
2818,0debbb66-e32a-49cd-8196-fc327a0b74bf,174
5965,0deeac18-ab7b-4c0e-b2c8-df806cde5bdc,176
3434,0e2af0d7-cb32-40c2-bcf1-103b23fcc0a3,167
872,0ea04cdd-f972-45f5-a0f9-3902e18a5efd,186
2641,12b82806-4150-4fea-bc04-9bcf5ada9771,186
2706,1493b522-42b9-4c3d-a8fc-52ea744ab15b,185
11,14a3f034-fe96-4270-819e-0124166b90a8,187
2991,1731e10d-6beb-496e-a6e8-0ad34dab2534,192
2713,18fd2c93-3e6e-4c32-83ea-beaff82f19c0,196
5514,194a6396-96e0-4eba-882f-87dd973dd553,160
5522,1a828cc8-0707-4ce8-ba06-a5e9e3c05c57,152
5226,1c8656ed-140d-433b-aae1-3cc6b1dfbb7e,191
6,1cbbdcc6-5ffd-4589-907c-51e0d56e7d67,190
5007,1dd9e896-30ac-42ef-b409-63f1598ce614,195
2006,1fa6e11b-f113-4d76-a04f-22d158657632,148
4851,22a7b89d-fe89-446a-a67d-32dbfb3dd8c5,203
2691,24759f6f-1f0c-4776-bf98-d278594d868a,180
2253,24c8b973-98d6-4fdf-9373-c7f6966dec11,187
5228,263a245d-6230-408d-8a97-2d75620ab6c8,208
874,265a099c-2f0e-4210-a460-193bd603f122,204
2765,27788ba8-a7e9-48ea-8852-aeb1e1586c93,191
1253,2b621aeb-97ed-4b1a-9281-9ec338c1cc92,193
758,2beb6c9e-1a13-42bc-b949-f7f2b1512e03,190
5155,2ce58279-931f-4e19-bcdb-32952f4a5692,213
2243,2f4be28e-7db5-4114-a971-2cd8b8c2ec86,183
2240,2f8d8acb-ef28-49df-8bc3-a3782fb68c6f,193
337,303d372d-7422-4681-9579-3329fe9d7be2,200
871,306ff481-0404-4323-ad4c-83dcd8be0a96,185
5804,3171b10d-e307-4f9c-82e1-4dfa17697605,209
5758,32a456cf-90b3-4dc0-8c4e-93eb8d5f14f5,199
846,33111354-9e11-4b70-abd1-076b8af205d5,178
2833,34717a54-06ea-40b2-8b60-d0168ccf571f,187
2139,3567717b-26c8-4a15-a473-4bf54a1608f0,200
225,35829e37-643a-4e03-b8db-917d1e31aa62,182
5645,361c42a0-3b08-402b-98d5-ef1a3b0134db,178
5620,3656d0ce-bd0d-4db9-9a42-4676599af161,186
2093,366400b1-cecb-4744-8b6a-a2b8e115c728,186
5269,36cdde04-a507-40ec-afc2-a28f343b6476,162
5006,386acdff-52fa-4db0-8edf-872fd0f0a416,173
5239,39287881-dcca-4321-aa92-9fa79e7e8005,189
5257,39a894c5-c28b-41d1-9901-608762e2d193,209
5485,3a7631b6-7e75-46e6-8a16-cec05cc1e27e,150
5827,3b259345-fcf0-48b7-ba0b-7027a5b0aec7,169
3169,3b2f0c92-7145-4272-a4c3-6a8422716667,192
5737,3bd2bdcb-1b05-409e-a76e-1dcdfb20cee0,191
4056,3e2cb7c9-55d5-466b-a186-843d9fd44f0b,200
5594,3f5db9fa-6d21-4195-862c-e11416a9e462,183
5606,401fdb8b-d47b-4562-a409-b3dc040e38ae,168
353,4092e408-d367-4f5f-a76b-3d9a74c3f100,189
880,4237b299-b90a-4293-b127-e4a68066d2c9,172
16,4303747d-e8f0-4966-9b3a-d1021b0fd26d,175
5991,4a95feb1-412a-4dbe-bd06-cd93cd4bc7b1,157
3533,4be59b25-ca9f-48be-9af2-e0a82b56d0a1,170
231,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,203
2772,4e866871-b536-421d-badd-c0dc9af9c267,188
2631,4e997d50-d37b-4a36-9609-304e0a3ab233,190
5789,4f810b75-6ac6-4e0e-9444-b056c66a6e23,193
3307,509f39d6-2324-4d3d-a2ec-ba7d34681e5f,160
5081,51b8da45-63f6-4293-96bc-b718bb7c7b1f,188
2746,53c865bb-4ac6-47c5-889e-878ef51413cc,187
67,540106eb-5ea2-4db3-a7c2-38676799ab05,195
1222,54ac8b63-c190-440a-8ef4-20370964c27b,177
5285,54f5b47c-ffa1-4d67-98d3-a66241f57979,196
4822,55bf324f-2dab-4af3-819b-1f9b6db3ffea,195
2231,56a86587-38dc-4b81-8a73-cd471564224f,175
2747,56b66179-c309-4dc7-a7cb-f9df9c119585,181
1193,577052c6-60ac-428d-a0c8-d87bee03b42f,161
2436,57d93cb2-b089-4656-b9af-1dd21428d4f0,172
2255,58fecb5e-1967-419a-9bd8-67f671f2fe8e,182
2405,5928e6b0-b9cd-4c58-87a7-7ca034147cd4,187
5286,597f2a97-2adb-4b3b-b519-0f45b23881b7,200
2263,59bfea45-6d96-46c9-81ca-a010238523e7,196
5157,5ae5fb53-ff06-418b-b917-35ccd4620408,168
5597,5b43521b-e8fb-4b8c-a004-838b451d42af,140
4834,5d51b573-e054-4fa4-8b4a-525d8341730d,208
5554,5d7c971b-6c6b-4661-8eec-f293f2041fee,188
2733,61cf4a67-ca14-4104-ad9c-af38ae86cd35,164
4823,63d5536b-00b8-4a47-9ff9-09d67e685b9a,195
25,648d4601-1c87-46b1-a2eb-b47244eb3c7d,167
5016,651399ba-9c04-45db-98ac-6aabc7fe6c1f,191
2758,663d6083-5c65-488f-8b7e-e2e6bd509c6e,127
1229,66aaffbf-cef2-4f8d-9211-12cac6df7004,201
5823,675841cd-b704-47c7-b341-fffd1f557291,175
2396,67f92c13-d70f-4ab5-b587-2f4c744a5e43,194
4852,6912fb1d-cf87-4e08-8c02-b69dc145710a,197
5753,69630f6f-dc59-4d49-a315-56032df71f0c,181
4826,6ba0b9d2-9893-4db9-b24a-acd9d6b7731b,163
5109,6c0dfd7d-bce9-428f-9344-642ff137da30,198
19,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,116
2241,6c360943-d1e1-4ae9-9963-eee12b6ef5e0,185
10,6d032c2a-6cb1-4c92-828b-e53898f1d183,189
2258,6fc1ce0b-5ae4-41f4-a5fb-f594700fc6e1,191
12,6fdca44c-8c28-473b-9dc3-08d46245c6c3,194
4896,729759f9-fed0-45d0-8b1c-6dee40f21ee9,198
2218,75015f17-acf4-48d4-8b02-c5ba54c40b93,195
6135,75b7e0a4-0ec4-4c4e-b093-eff3067ff042,200
5682,76014710-722e-44e9-a94d-02b39d7787e4,189
5769,793022e3-b10d-4965-8b6c-703a9d17e894,181
2234,79db2820-b44e-4472-bc67-182fa3577da6,201
6057,7a0146b9-cfa1-470a-94a0-3ec4eac42e4e,193
2795,7bc6be3f-eb75-4e9d-b59d-d54111a2c2f1,191
2,7bf1181f-f7f3-4aa9-8610-958584926d70,163
2037,7c2f2eb1-7fd0-4264-bdd9-cf1558adc313,172
5835,7c57bc5e-7085-4f64-a5a8-fc0034756f40,176
5079,7c891b81-38e6-43d4-8771-2768aaf5401a,192
5246,7c93402e-62c2-4409-99e7-879889f8aaf2,204
4694,7d83c172-e9f3-4b5b-83e6-d004c9a66f65,189
188,7e885d0c-2e7a-48e7-a332-f7f8ee02519f,198
2118,809287ca-5da2-4255-8e32-b5705f46141c,176
2838,80c1ea78-73a1-4433-86d4-9a0e15fc3f98,185
5944,80de9cdc-fab5-42d0-ba06-47c597525c13,202
5784,81fdc072-e544-48df-bf58-25118e143712,193
4882,8301496a-958d-4c9f-8586-8cf1a7861df6,200
28,84e5cad6-5c21-45c2-a5ef-281583f1c381,161
5911,85a3fa64-02e5-423d-b2f1-7ae1ec4a9b6f,188
4839,85b1d3d6-7b27-4cdd-8bb8-47fe3f2eb9d9,190
2626,87b033b3-1352-4f34-ae3c-a4f550ca8832,174
5795,87be3582-bdc0-4f3a-b628-8241e5f9b321,201
89,8dc8dff3-4713-4c9d-a896-e1ecfbb18578,203
5602,8e27328b-d455-4874-a624-4912ba5393b2,174
888,8e9a62fd-d2e2-44b5-969a-fc0766feb8c8,170
4821,8f42c701-83fe-4367-be2c-e00026ce8849,153
5796,9014cb1b-7611-45c4-80c0-3a10ba307729,190
5496,90aae269-f4df-445d-b304-59d274e13f94,174
5634,912a1d56-e934-44a1-9c77-98d49aa71850,195
5111,91a6559f-9bd7-4e6f-921a-35f2d629a230,203
2122,920c1b60-a311-46e0-bb9e-b7b322b7c59e,184
442,92f03e42-b224-4c99-82c3-969d4ce9d393,176
2634,93a340ef-0a9d-4798-a21f-0e1f050260c7,185
909,949fde9f-68ed-48f6-a92c-62f0ad310403,201
4971,95716b56-7e9e-41b7-8a0d-9e6467f6dfb9,181
5937,964a1810-1ff1-426d-b63b-e2028f8ad7f7,190
3335,971b41b5-1c2f-43f9-a34a-1ece3b6a6df2,160
5842,97fa8010-dca0-475e-93ac-13843d9ff0ba,171
2759,98dea049-412b-47d6-8cae-9394e0e54c52,192
3482,99385e15-ea78-4ee8-8f8b-47759dabb3fc,180
5977,99bbcd34-b975-490f-bd4a-dd639e74805e,183
122,9a51a70b-0a48-4b6e-b53b-cc7e3764d6e2,198
5140,9b49b24f-2a46-4683-ac8f-1f23a631e8c3,198
105,9b7d6e2f-3974-4762-8735-621e43032e71,204
331,9c464450-467d-48e4-94d8-176163b3eaeb,196
5831,9cbc2f4b-7f38-43ab-a665-b2cb9b6fbf60,127
2111,9da81bd1-5925-49db-9087-9c59efdc834c,161
14,9dd548cd-16c1-4a3e-afe1-77122e8423ae,190
224,9f688e90-581f-4522-a180-d4d45f3d5d7a,211
4829,a02e7412-954c-4d99-a011-9a4d95c0074c,177
2123,a0ac5648-5925-4c4b-8753-9fe0767e2d92,146
5270,a15b3947-6d31-4f37-b2aa-3ba59d2114fa,152
6009,a41b7c9e-7dd1-4493-81db-073a97cf1ecf,186
1987,a564dad1-5eae-4e44-b38d-6d151197e62b,200
5479,a7271102-4708-4da5-9f6d-e61a106d7110,170
4857,a85d5fb7-48ad-4ff2-8226-147e38a3cc29,191
4507,ab4820b0-655c-4b44-a38b-4780f98dca0d,142
2089,ac3db716-b02d-49c8-b775-2a1d651ce20f,182
5124,ad30a0a7-7f7d-4329-b3ef-cff8b881f27c,156
5569,ae97192a-186a-4776-8494-27ce1a27c5a7,162
4827,b06c723e-f55e-4b93-88bc-31cc5c8f050c,202
5946,b08cff99-b2c8-47b0-8eb1-d24866fa484b,175
2802,b1bac670-f2cd-4d34-be4c-1a1117fd7ad7,187
5915,b2e2537a-3314-42a7-8b1c-457f17ab8a9d,192
2478,b2ff8668-a72c-433b-a988-1e088397a10c,168
5354,b3d41c7f-a9a5-4087-a794-3fa0ecadcd9b,171
5018,b404c61a-1b9d-4e5f-abc7-848e0d4126cf,202
5922,b4830ac6-e3b4-434b-96ae-9584fe540729,207
21,b586ba14-24e6-4d2c-abe0-3d579ff6d1a9,187
198,b6025c18-4b77-4951-aa92-a0f82b406acb,189
1233,b6193020-94cf-40b7-95a4-58b7e8543f17,196
4850,b62e34d7-c098-43f8-bc35-2eda68db7678,198
2188,b7a48fc1-eb4c-4506-924f-fed0c1e7ae22,186
63,b8cc3059-09ab-448f-b158-77d6c08f07b6,215
2760,b94b6af7-87f9-4f10-9848-c8f3dde6fe7e,177
5671,ba3a1af4-dd3b-4810-b9f8-73bc93f1672b,180
5202,bdcbd9e5-5ea4-4587-88c6-de6e490c845c,182
5940,bf3d6392-b57c-408b-bce9-b68f7d90281a,185
4828,bfcf7661-d29f-435c-a8c7-df7622e19044,173
5206,c010a998-64ee-466b-a6f6-315652d697e5,181
2198,c0c198f1-880a-427f-a1ef-456c7c91d13e,179
5994,c0e61979-fb1c-4187-8ae2-2eed401a688f,188
2159,c161132e-40de-4cfc-8029-572dbac9c59c,188
2246,c34a6b40-d722-4ae1-9be5-3ebbaa51e1f1,200
922,c40d9c91-756f-4ce7-b7ef-242470e77990,190
2532,c440c976-646e-4bf5-b40c-d86f4d1f6afd,180
5604,c4c59cd8-8349-4b35-9662-5bbf8ebbeaf0,181
239,c57c0969-3245-41a8-9d66-9b076e58b172,189
5910,c8848104-c210-4238-8da4-e17d16cfbe2d,191
5414,c8f3e6c7-3370-4d9c-8302-346e454ab9ea,190
4509,c999f18a-e263-4b0f-8edf-f90467782663,176
2636,cb62fbe6-bd32-4e3c-b776-62a29da424af,183
5024,cb9f59c1-80c6-4d20-af91-ef000f5ec7ce,203
5217,cc15219a-93e1-411e-8cc9-f7c429d332cc,197
1447,cc17c4fd-3366-4475-ba0f-01b6c03a43ed,196
2021,ccefa8c6-905f-4c7c-8e16-c1196736416d,183
5719,ce36d61b-201f-4b0e-b638-da502f2c0231,175
5805,cf0583af-0078-401e-9620-2493fcd92b30,190
2624,d0c6d9eb-1218-4085-8381-dd07144a7d0f,185
2755,d1b80d11-a88d-4ee7-8b0e-2034eec7f6a3,171
5598,d1e1063f-82d0-4fc3-a17d-a84e1e27903c,194
1526,d3890943-0a62-4884-97dd-98f92f9041ac,200
5980,d591717b-a49e-4766-8a78-d4bd86d15c2b,181
6133,d7ea2728-adaa-4ce6-ac94-6f1306e49bd5,166
2587,d81f022c-d17b-47fa-95b8-65e9e0b18939,192
6015,d8965df1-0bd7-4256-8583-41230bffaebb,192
2753,d921b8ce-00ed-412e-93d9-d58adf64916f,169
5125,dade7a48-01c4-4593-a775-0b3f3dd420a7,198
5592,db1ab630-15e6-4e11-a087-1b1e9c9f05d8,184
1085,dc906a8a-3eae-4038-8b0c-44f96235a991,194
5970,dcc9f03b-0308-4686-b36a-ef8471e780d8,159
2756,dd40a3ef-b967-443b-ab17-46b85a87be16,193
2819,dd66a29a-af96-4ae5-9e1f-1a1bcdc30caf,175
4706,ddbc94fd-d562-4de0-9491-f36540e845db,185
189,dfc7c200-90c5-4679-b11c-3ad6c6c85059,197
2197,e10a3c5f-b30e-47a5-96ff-d017db9ce88a,184
1898,e116d04f-46c7-4b48-82cd-10b9fa54df80,178
4845,e276d280-1106-4ec4-a199-ded807221bc1,185
6021,e50f8c5b-9223-4341-be42-303e38213193,192
6014,e5ec4d21-e138-4a87-bce7-eade2721cdeb,200
5956,e723777f-f03b-4edf-aca4-ed744a9aef22,178
5735,e96a0302-688a-4fed-ab42-92ea49604c04,191
2701,e982bea9-37b9-47d9-8e43-af8e68b23375,172
5927,ea3f1860-0933-4a54-a3e5-fede1c5382a0,195
2264,ea5b0838-f3ff-4e73-9109-8c8fe5d97caa,174
4841,ea61b240-ef50-4c05-9afc-42bacfaff06c,186
4993,eaeeb759-39ea-4d03-ba8a-d4c722dc93e4,177
2049,eb2d6598-4f5b-4d3a-9c91-1fdd66c1ef65,193
2106,eb6e9035-ad12-437e-b123-71849a9d063c,186
4833,ebbc7d3c-acb5-4195-b42c-f083c38b8198,172
5652,ee0beeb6-9b6b-41bb-af70-fd5fbb11ffbe,195
2091,ee3c7989-1417-4047-b418-568b0dce3979,185
383,ee97840b-2eaf-4e81-b955-2e8d308cf476,190
2304,eebb59e4-57a9-4b11-990f-ef5eb9715722,196
4824,eee769e6-cbb3-4cdc-a72c-68d56dfcae82,188
65,efcaeb59-5b1e-4c00-882f-9fbc3cd2fd75,192
5275,efd48c60-5819-47b7-9f45-6ec253faf900,205
5112,efddc234-5ef9-457e-a482-006a2cbc8ad8,208
4855,f26db607-0c38-434c-b677-8a990eb9f60f,211
1708,f2e91511-1029-4c31-8739-6d753cf8330c,200
5923,f4213652-4b85-482b-b697-2d38fd4f83be,127
6137,f4707ab5-374e-419d-a8e8-d84a3b8686e3,199
917,f478a795-8d92-4dd2-b247-71a45f00bf6a,196
5015,f5f6f8b5-7a86-46e4-8135-560357192887,199
5961,f65c60cf-aad4-4949-b0e3-01350ed620ad,201
5757,f74d2368-67a8-4591-a49f-190b8a60b540,187
88,f8a82e2b-675d-46f3-8363-ea897e185241,162
2174,fa1dcb96-5e55-4d0f-9344-7c4e2f263ac1,198
547,fb7a1a0e-749a-46ba-bd6e-f00faeebeb0b,196
2734,fcf829db-5598-449d-b85a-ff07f3de521a,177
2025,fdb39d86-8d36-4e11-98d7-a3302116a35d,168
3213,ff5ad6e2-6857-4c43-b93d-fe560ddf30b4,187
