id,user,rating
41,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,236,
42,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,227,
43,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,232,
44,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,236,
45,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,234,
46,b8cc3059-09ab-448f-b158-77d6c08f07b6,216,
47,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,238,
48,efcaeb59-5b1e-4c00-882f-9fbc3cd2fd75,205,
49,efcaeb59-5b1e-4c00-882f-9fbc3cd2fd75,222,
50,540106eb-5ea2-4db3-a7c2-38676799ab05,195,
51,b8cc3059-09ab-448f-b158-77d6c08f07b6,223,
52,540106eb-5ea2-4db3-a7c2-38676799ab05,206,
53,540106eb-5ea2-4db3-a7c2-38676799ab05,213,
54,b8cc3059-09ab-448f-b158-77d6c08f07b6,225,
55,540106eb-5ea2-4db3-a7c2-38676799ab05,218,
56,b8cc3059-09ab-448f-b158-77d6c08f07b6,220,
57,b8cc3059-09ab-448f-b158-77d6c08f07b6,234,
58,b8cc3059-09ab-448f-b158-77d6c08f07b6,227,
59,7bf1181f-f7f3-4aa9-8610-958584926d70,200,
60,7bf1181f-f7f3-4aa9-8610-958584926d70,212,
61,6fdca44c-8c28-473b-9dc3-08d46245c6c3,207,
62,b8cc3059-09ab-448f-b158-77d6c08f07b6,233,
63,b8cc3059-09ab-448f-b158-77d6c08f07b6,236,
64,b8cc3059-09ab-448f-b158-77d6c08f07b6,236,
65,b8cc3059-09ab-448f-b158-77d6c08f07b6,222,
66,9dd548cd-16c1-4a3e-afe1-77122e8423ae,197,
67,9dd548cd-16c1-4a3e-afe1-77122e8423ae,196,
68,9dd548cd-16c1-4a3e-afe1-77122e8423ae,195,
69,9dd548cd-16c1-4a3e-afe1-77122e8423ae,206,
70,9dd548cd-16c1-4a3e-afe1-77122e8423ae,211,
71,f8a82e2b-675d-46f3-8363-ea897e185241,195,
72,8dc8dff3-4713-4c9d-a896-e1ecfbb18578,203,
73,f8a82e2b-675d-46f3-8363-ea897e185241,193,
74,efcaeb59-5b1e-4c00-882f-9fbc3cd2fd75,223,
75,8dc8dff3-4713-4c9d-a896-e1ecfbb18578,199,
76,f8a82e2b-675d-46f3-8363-ea897e185241,183,
77,f8a82e2b-675d-46f3-8363-ea897e185241,182,
78,f8a82e2b-675d-46f3-8363-ea897e185241,182,
79,f8a82e2b-675d-46f3-8363-ea897e185241,180,
80,f8a82e2b-675d-46f3-8363-ea897e185241,175,
81,f8a82e2b-675d-46f3-8363-ea897e185241,179,
82,f8a82e2b-675d-46f3-8363-ea897e185241,184,
83,f8a82e2b-675d-46f3-8363-ea897e185241,200,
84,f8a82e2b-675d-46f3-8363-ea897e185241,205,
85,f8a82e2b-675d-46f3-8363-ea897e185241,202,
86,f8a82e2b-675d-46f3-8363-ea897e185241,204,
87,f8a82e2b-675d-46f3-8363-ea897e185241,201,
88,9b7d6e2f-3974-4762-8735-621e43032e71,204,
89,648d4601-1c87-46b1-a2eb-b47244eb3c7d,211,
90,648d4601-1c87-46b1-a2eb-b47244eb3c7d,209,
91,14a3f034-fe96-4270-819e-0124166b90a8,204,
92,4303747d-e8f0-4966-9b3a-d1021b0fd26d,236,
93,14a3f034-fe96-4270-819e-0124166b90a8,200,
94,f8a82e2b-675d-46f3-8363-ea897e185241,202,
95,f8a82e2b-675d-46f3-8363-ea897e185241,207,
96,f8a82e2b-675d-46f3-8363-ea897e185241,209,
97,14a3f034-fe96-4270-819e-0124166b90a8,201,
98,14a3f034-fe96-4270-819e-0124166b90a8,208,
99,4303747d-e8f0-4966-9b3a-d1021b0fd26d,238,
100,f8a82e2b-675d-46f3-8363-ea897e185241,219,
101,4303747d-e8f0-4966-9b3a-d1021b0fd26d,235,
102,f8a82e2b-675d-46f3-8363-ea897e185241,217,
103,9a51a70b-0a48-4b6e-b53b-cc7e3764d6e2,198,
104,4303747d-e8f0-4966-9b3a-d1021b0fd26d,235,
105,4303747d-e8f0-4966-9b3a-d1021b0fd26d,236,
106,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,233,
107,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,232,
108,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,231,
109,9a51a70b-0a48-4b6e-b53b-cc7e3764d6e2,201,
110,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,224,
111,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,231,
112,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,234,
113,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,233,
114,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,233,
115,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,234,
116,4303747d-e8f0-4966-9b3a-d1021b0fd26d,232,
117,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,224,
118,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,226,
119,6fdca44c-8c28-473b-9dc3-08d46245c6c3,217,
120,4303747d-e8f0-4966-9b3a-d1021b0fd26d,234,
121,f8a82e2b-675d-46f3-8363-ea897e185241,207,
122,0a1a12aa-ce49-4e1e-a9db-f75080d2d809,205,
123,f8a82e2b-675d-46f3-8363-ea897e185241,201,
124,f8a82e2b-675d-46f3-8363-ea897e185241,204,
125,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,231,
126,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,234,
127,f8a82e2b-675d-46f3-8363-ea897e185241,208,
128,f8a82e2b-675d-46f3-8363-ea897e185241,209,
129,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,231,
130,f8a82e2b-675d-46f3-8363-ea897e185241,209,
131,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,231,
132,4303747d-e8f0-4966-9b3a-d1021b0fd26d,231,
133,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,226,
134,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,221,
135,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,228,
136,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,226,
137,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,230,
138,4303747d-e8f0-4966-9b3a-d1021b0fd26d,231,
139,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,231,
140,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,227,
141,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,235,
142,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,229,
143,4303747d-e8f0-4966-9b3a-d1021b0fd26d,232,
144,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,232,
145,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,227,
146,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,232,
147,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,228,
148,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,229,
149,4303747d-e8f0-4966-9b3a-d1021b0fd26d,230,
150,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,228,
151,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,223,
152,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,227,
153,f8a82e2b-675d-46f3-8363-ea897e185241,216,
154,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,227,
155,f8a82e2b-675d-46f3-8363-ea897e185241,220,
156,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,233,
157,f8a82e2b-675d-46f3-8363-ea897e185241,218,
158,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,229,
159,4303747d-e8f0-4966-9b3a-d1021b0fd26d,231,
160,f8a82e2b-675d-46f3-8363-ea897e185241,212,
161,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,227,
162,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,230,
163,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,225,
164,6c25e1a1-567b-44fc-b3ae-a3f61faac54a,231,
165,efcaeb59-5b1e-4c00-882f-9fbc3cd2fd75,225,
166,7e885d0c-2e7a-48e7-a332-f7f8ee02519f,198,
167,dfc7c200-90c5-4679-b11c-3ad6c6c85059,197,
168,4303747d-e8f0-4966-9b3a-d1021b0fd26d,231,
169,7e885d0c-2e7a-48e7-a332-f7f8ee02519f,186,
170,4303747d-e8f0-4966-9b3a-d1021b0fd26d,232,
171,dfc7c200-90c5-4679-b11c-3ad6c6c85059,199,
172,4303747d-e8f0-4966-9b3a-d1021b0fd26d,230,
173,4303747d-e8f0-4966-9b3a-d1021b0fd26d,226,
174,b8cc3059-09ab-448f-b158-77d6c08f07b6,210,
175,b8cc3059-09ab-448f-b158-77d6c08f07b6,207,
176,b6025c18-4b77-4951-aa92-a0f82b406acb,189,
177,4303747d-e8f0-4966-9b3a-d1021b0fd26d,224,
178,efcaeb59-5b1e-4c00-882f-9fbc3cd2fd75,211,
179,b6025c18-4b77-4951-aa92-a0f82b406acb,188,
180,b8cc3059-09ab-448f-b158-77d6c08f07b6,209,
181,b8cc3059-09ab-448f-b158-77d6c08f07b6,214,
182,4303747d-e8f0-4966-9b3a-d1021b0fd26d,228,
183,b6025c18-4b77-4951-aa92-a0f82b406acb,195,
184,b6025c18-4b77-4951-aa92-a0f82b406acb,198,
185,b6025c18-4b77-4951-aa92-a0f82b406acb,200,
186,b6025c18-4b77-4951-aa92-a0f82b406acb,198,
187,b6025c18-4b77-4951-aa92-a0f82b406acb,201,
188,9a51a70b-0a48-4b6e-b53b-cc7e3764d6e2,192,
189,b6025c18-4b77-4951-aa92-a0f82b406acb,198,
190,b6025c18-4b77-4951-aa92-a0f82b406acb,196,
191,9a51a70b-0a48-4b6e-b53b-cc7e3764d6e2,187,
192,b6025c18-4b77-4951-aa92-a0f82b406acb,159,
193,b6025c18-4b77-4951-aa92-a0f82b406acb,174,
194,b6025c18-4b77-4951-aa92-a0f82b406acb,188,
195,b6025c18-4b77-4951-aa92-a0f82b406acb,190,
196,8dc8dff3-4713-4c9d-a896-e1ecfbb18578,207,
197,b6025c18-4b77-4951-aa92-a0f82b406acb,201,
198,b6025c18-4b77-4951-aa92-a0f82b406acb,203,
199,b8cc3059-09ab-448f-b158-77d6c08f07b6,211,
200,9f688e90-581f-4522-a180-d4d45f3d5d7a,212,
201,35829e37-643a-4e03-b8db-917d1e31aa62,199,
202,35829e37-643a-4e03-b8db-917d1e31aa62,171,
203,35829e37-643a-4e03-b8db-917d1e31aa62,194,
204,35829e37-643a-4e03-b8db-917d1e31aa62,169,
205,35829e37-643a-4e03-b8db-917d1e31aa62,183,
206,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,205,
207,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,196,
208,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,197,
209,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,200,
210,35829e37-643a-4e03-b8db-917d1e31aa62,192,
211,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,204,
212,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,204,
213,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,208,
214,c57c0969-3245-41a8-9d66-9b076e58b172,189,
215,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,213,
216,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,216,
217,35829e37-643a-4e03-b8db-917d1e31aa62,205,
218,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,209,
219,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,173,
220,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,186,
221,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,196,
222,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,205,
223,35829e37-643a-4e03-b8db-917d1e31aa62,197,
224,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,215,
225,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,214,
226,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,207,
227,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,200,
228,f8a82e2b-675d-46f3-8363-ea897e185241,202,
229,f8a82e2b-675d-46f3-8363-ea897e185241,196,
230,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,198,
231,35829e37-643a-4e03-b8db-917d1e31aa62,202,
232,4d67475c-dd3d-4d1a-a31d-786510e2c3dd,205,
